name;surname;birthDate;gender;maritialStatus;numberOfChildrens;priceFactor
Guadalupe;Morton;10/11/1942 05:05;female;single;3;1.46
Salvador;Benson;09/21/1995 17:19;male;single;4;1.24
Uriel;Blanchard;06/05/2000 08:59;male;single;2;0.96
Raul;Cunningham;03/09/1977 08:04;male;married;3;0.57
Maison;Hatfield;05/24/1969 14:27;male;married;1;1.45
Cristian;Macdonald;05/22/1993 10:00;male;single;2;1.12
Keith;Rosario;07/13/1983 05:42;male;single;0;0.65
Curtis;Sykes;02/11/1972 22:33;male;married;2;0.99
Meadow;Frazier;01/21/1956 12:55;female;married;4;0.88
Jasmine;Salinas;10/20/1944 10:51;female;married;2;1.22
Brooks;Harrell;01/16/1966 00:13;male;single;2;0.93
Elise;Sexton;01/06/1957 09:50;female;married;2;1.11
Rebecca;Bauer;12/30/1960 16:14;female;married;0;1.14
Caspian;Lindsey;05/18/1997 17:05;male;single;0;1.05
Graham;Beach;12/23/1971 10:28;male;married;2;1.43
Blake;Wheeler;08/26/1986 03:40;male;married;0;0.99
Jamal;Irwin;06/03/1999 04:43;male;single;0;0.61
Lionel;Barber;11/01/1988 00:09;male;married;3;0.94
Leia;Copeland;08/17/1977 02:48;female;married;0;1.43
Dexter;Cruz;10/07/1974 05:20;male;married;3;1.46
Landen;Goff;09/27/1946 03:15;male;married;0;1.27
Mekhi;Bennett;03/18/1958 06:07;male;married;3;0.92
Bailey;Holden;05/13/1950 01:07;female;married;4;0.52
June;Hansen;02/20/1995 23:08;female;married;2;1.13
Dylan;Fitzpatrick;05/26/1978 09:58;female;married;4;1.45
Khaleesi;Mcknight;04/11/1942 11:17;female;single;4;1.04
Margot;Cantrell;02/18/1964 08:19;female;single;0;1.26
Aurora;Hill;11/02/1942 12:12;female;single;3;1.38
Myra;Golden;08/03/1977 20:41;female;single;1;0.97
Rayna;Ferrell;11/09/1964 04:06;female;single;0;0.97
Van;Clark;08/24/1953 13:52;male;married;3;0.89
Alessandra;Reeves;12/03/1955 15:18;female;single;2;0.82
Jesse;Foreman;07/31/1993 21:06;male;single;4;0.86
Zaylee;Deleon;08/03/1989 01:55;female;married;4;0.86
Gwen;Dejesus;04/01/1974 04:02;female;married;3;1.0
Ishaan;Wilkins;02/11/1962 01:34;male;single;0;1.21
Beckett;Kim;01/03/1992 19:46;male;married;0;0.52
Khalil;Dennis;10/12/1952 22:43;male;single;0;0.86
Jonathan;Guy;04/10/1954 16:34;male;single;1;1.47
Anaya;Maynard;11/05/1971 01:11;female;married;2;1.33
Carter;Grimes;12/29/1984 13:13;female;married;0;0.54
Charlee;Blake;02/18/1979 04:23;female;married;1;1.27
Yaritza;Jordan;08/02/1974 22:19;female;married;2;1.33
Dash;Knowles;02/27/1959 14:48;male;married;1;0.7
Ezequiel;Singleton;06/30/1982 19:52;male;single;4;0.63
Madison;Oneal;11/06/1988 07:49;female;married;0;0.66
Samantha;Buchanan;08/31/1970 18:49;female;single;2;1.03
Ezra;Leonard;05/11/1981 07:12;male;single;0;0.84
Tatum;Shaffer;05/19/1958 02:40;male;married;0;0.91
Ariel;Howell;03/28/1950 19:07;male;single;3;0.74
Lyanna;Hays;04/08/1981 11:41;female;single;2;1.22
Gunnar;Irwin;09/18/1974 20:58;male;married;1;1.29
Reign;Kennedy;10/19/1952 03:38;male;married;2;1.29
Darius;Boyd;01/11/1945 02:29;male;single;2;1.24
Mylah;Calderon;08/24/1954 03:05;female;married;2;1.2
Priscilla;Kaufman;03/15/1946 15:05;female;married;3;1.21
Norah;Adams;12/30/1963 12:55;female;married;1;1.48
Gabriel;Hendrix;02/06/1954 23:55;male;single;2;0.96
Camden;Hunt;01/16/1941 06:54;male;single;1;1.24
Iker;Castro;11/19/1996 17:43;male;married;0;0.9
Sutton;Palmer;08/11/1985 23:10;female;married;2;0.59
Waylon;Santiago;03/02/1992 21:37;male;married;2;1.13
Danielle;Hendricks;08/10/1958 21:24;female;married;2;1.18
Aliza;Melton;09/18/1961 11:34;female;married;0;0.83
Alayna;Harmon;10/16/1946 03:23;female;married;3;0.84
George;Brennan;12/02/1967 18:46;male;single;2;1.12
Emerald;Haney;05/16/1963 18:54;female;single;1;1.28
Eleanor;Sharpe;10/13/1964 12:15;female;single;0;1.36
Ambrose;Parks;09/30/1980 04:13;male;single;2;0.91
Briella;Hopper;08/04/1991 13:54;female;single;0;1.22
Esmeralda;Rosario;03/08/1946 13:28;female;single;4;1.21
Arielle;Pollard;11/07/1944 04:13;female;married;2;1.4
Tristen;Hays;01/05/1964 05:18;male;married;4;1.2
Ali;Cherry;04/08/1943 18:21;male;single;0;0.82
Laurel;Moreno;10/27/1979 22:02;female;single;4;1.43
Carter;Richmond;11/07/1967 14:35;female;single;3;1.05
Waylon;Tran;08/01/1991 17:05;male;single;4;0.51
Quincy;Clemons;11/10/1991 16:20;male;married;3;1.0
Sariyah;Yates;06/14/2000 17:45;female;single;4;1.42
Yehuda;Carter;01/31/1979 19:54;male;married;2;1.08
April;Gutierrez;12/20/1944 23:40;female;single;3;1.45
Matteo;Larsen;06/23/1971 05:14;male;married;4;1.36
Kamryn;Adkins;06/22/1986 01:19;male;married;0;0.89
Kenzie;Pate;10/19/1950 20:37;female;single;3;1.36
Mauricio;Peterson;10/21/1984 08:52;male;married;3;1.01
Zander;Douglas;09/05/1955 20:19;male;married;1;1.0
Anais;Vargas;09/16/1946 10:18;female;single;0;1.31
Cade;Estrada;09/12/1943 02:23;male;single;2;0.87
Brayan;Berger;05/03/1972 02:54;male;single;2;1.4
Mina;Mendoza;05/20/1977 01:47;female;single;2;1.05
Irene;Chang;12/25/1950 03:49;female;married;2;0.75
Rohan;Dale;07/15/1953 14:46;male;single;2;1.45
Lucca;Hull;03/31/1962 14:44;male;married;0;1.07
Noor;Johnson;06/28/1956 01:05;female;single;2;0.96
Milan;Rios;04/27/1959 15:14;female;single;4;0.93
Toby;Mccoy;07/06/1965 07:05;male;married;2;1.29
Vienna;Valdez;12/08/1984 06:23;female;single;1;1.43
Abigail;Singleton;05/21/1965 10:32;female;married;4;0.63
Saoirse;Sweeney;11/01/1965 22:47;female;single;3;0.55
Chloe;Mcdonald;07/25/1948 14:18;female;single;0;0.93
Cecelia;Oneal;05/03/2000 15:44;female;single;2;1.05
Zola;Ewing;12/12/1969 08:56;female;married;0;0.82
Barbara;Holt;01/19/1988 05:53;female;married;3;0.86
Leland;Holman;10/09/1996 09:32;male;married;2;1.43
Bryce;Hunt;03/09/1944 01:26;male;married;0;0.95
Judson;Park;09/30/1989 09:45;male;single;4;1.36
Elyse;Valdez;08/09/1994 13:10;female;married;3;0.66
Gracelyn;Spence;03/27/1999 03:43;female;single;1;0.56
Zaire;Lynn;02/11/1986 08:23;male;married;0;1.47
Eileen;Bridges;06/23/1946 19:39;female;married;2;1.13
Maverick;Hammond;12/12/1993 14:23;male;single;1;1.26
Dawson;Faulkner;12/23/1977 10:27;male;single;3;0.75
Vivienne;Barron;09/25/1949 00:18;female;single;0;0.63
Jesus;Nielsen;05/31/1982 12:06;male;married;1;0.74
Sylvia;Stevenson;02/12/1950 09:11;female;married;3;1.08
Dominick;Nieves;02/15/1997 18:02;male;single;0;1.41
Salem;Jarvis;01/10/1942 10:29;male;married;0;0.61
Eloise;Bright;04/17/1940 03:17;female;married;0;1.19
Tinsley;Ramirez;12/02/1965 12:21;female;single;1;0.56
Mara;Miles;05/31/1943 23:22;female;single;1;1.35
Haley;Harris;04/20/1945 08:23;female;single;3;0.54
Monica;Kinney;12/19/1986 09:45;female;married;2;0.58
Addilyn;Thompson;01/17/1981 14:24;female;married;2;1.05
Jolene;Cross;03/07/1950 21:45;female;married;3;0.85
Watson;Mooney;11/10/1945 20:46;male;single;4;1.24
Alaiya;Frost;06/01/1945 01:54;female;married;2;1.0
Amara;Burch;12/21/1944 10:14;female;single;1;1.14
Ruben;Mueller;08/31/1985 02:26;male;married;4;0.88
Amara;Santana;05/22/1964 02:29;female;married;1;0.75
Virginia;Sears;05/18/1982 01:20;female;married;1;1.4
Amaya;Kirkland;09/02/1982 13:02;female;married;0;1.07
Katherine;Malone;01/22/1958 17:29;female;single;1;1.08
Mauricio;Logan;10/25/1989 08:20;male;single;0;1.03
Harrison;Olson;01/07/1947 13:49;male;married;4;1.11
Mathew;Potts;08/21/1995 09:36;male;single;4;0.57
Kash;Finch;03/13/1947 14:52;male;married;2;1.25
Kaiden;Roberts;11/11/1959 12:00;male;married;4;0.74
Ryder;Middleton;01/28/1954 23:43;male;single;4;1.07
Leona;Simpson;05/24/1973 12:13;female;married;2;0.63
Bridger;Mcdaniel;12/25/1970 01:40;male;single;0;0.7
Legacy;Erickson;04/21/1965 13:59;female;married;4;1.45
Iker;Zamora;07/18/1977 22:29;male;married;0;1.1
Fox;Melton;04/10/1986 22:01;male;married;0;0.81
Rex;Ayala;05/22/1989 02:01;male;single;2;1.04
Eli;Goodwin;09/23/1971 03:51;male;single;1;0.99
Joseph;Atkinson;09/23/1990 02:52;male;married;3;1.22
Archer;Shepherd;04/02/1945 04:22;male;single;2;0.84
Ariah;Payne;05/23/1993 07:52;female;single;3;1.38
Fiona;Mccray;05/28/1986 13:19;female;married;4;1.49
Idris;Pate;03/06/1966 13:05;male;single;3;0.55
Reese;Hays;01/02/1970 14:36;female;married;4;0.98
Octavia;Sanders;04/20/1977 13:37;female;married;4;0.87
Princess;Cotton;08/07/1962 17:59;female;single;3;0.52
Madelynn;Brown;07/10/1942 03:17;female;married;3;1.33
Rocky;Mccall;09/30/1968 10:10;male;married;4;1.22
Callahan;Byrd;01/29/1987 03:47;male;single;3;0.63
Lane;Mooney;01/14/1947 15:55;male;married;2;1.03
Flynn;Carr;01/12/1957 20:50;male;married;0;1.14
Ian;Mercer;12/08/1950 02:10;male;single;0;1.16
Cruz;Glover;02/07/1956 15:18;male;single;2;0.5
Savannah;Avery;10/25/1953 03:55;female;married;1;1.48
Lyanna;Osborn;08/28/1964 01:21;female;married;4;1.4
Bjorn;Robertson;07/18/1987 19:07;male;married;1;1.11
Kaisley;Hudson;10/16/1985 17:52;female;single;3;1.02
Alijah;Sparks;05/22/1956 09:13;male;married;2;0.69
Opal;Montgomery;07/28/1982 16:53;female;married;3;1.29
Nasir;Garrett;03/10/1947 20:52;male;single;2;1.04
Erika;Bean;07/04/1941 19:12;female;single;2;0.69
Maryam;Warren;03/14/1967 13:23;female;single;1;1.14
Maxwell;Stevenson;08/31/1974 03:10;male;married;4;0.99
Harmony;Willis;09/26/1982 04:42;female;single;0;0.95
Mila;Goff;03/15/1980 00:05;female;married;1;1.0
Maeve;Levy;09/26/1950 22:34;female;married;4;0.64
Cohen;Cote;05/07/1941 10:25;male;single;2;0.67
Harley;Hansen;02/04/1971 04:53;female;single;2;0.67
Khaleesi;Velasquez;12/01/1969 19:50;female;single;1;0.91
Anastasia;Stout;01/24/1940 17:17;female;married;1;0.9
Damari;Gallagher;11/29/1973 04:35;male;married;4;0.54
Castiel;Wilson;01/29/1952 10:36;male;single;1;0.89
Nia;Juarez;07/10/1982 15:04;female;single;2;0.6
Anahi;Montoya;10/24/1956 19:46;female;married;4;0.91
Cody;Price;12/19/1957 07:24;male;single;0;0.52
Ingrid;Crane;06/04/1954 01:15;female;married;0;1.33
Jaxson;Valdez;06/25/1984 00:14;male;married;2;1.08
Harold;Foster;01/08/1957 08:19;male;married;2;0.75
Marley;Moon;10/04/1948 04:23;female;single;3;1.19
Nala;Jacobson;11/26/1973 08:12;female;married;4;1.42
Cynthia;Vaughan;03/07/1980 07:27;female;married;1;0.9
Shiloh;Keller;04/01/1949 00:19;male;married;1;1.35
Rosemary;Galloway;04/29/1948 07:36;female;single;1;0.5
Kiara;Schmidt;11/22/1994 14:46;female;single;2;1.04
Sabrina;Knowles;11/27/1995 07:23;female;single;0;1.22
Rowan;Gross;02/28/1958 16:41;male;married;4;0.65
Desmond;Griffith;11/05/1957 23:55;male;married;2;0.76
Jemma;Horne;08/26/1954 23:38;female;single;2;0.82
Anna;Pacheco;04/24/1980 05:36;female;married;3;1.28
Kori;Owens;01/27/1954 11:18;female;single;0;1.44
Anika;Roth;07/27/1951 19:04;female;single;0;1.45
Kannon;Duffy;09/21/1959 22:19;male;single;4;1.0
Aayan;Goodwin;03/31/1963 22:48;male;single;1;1.47
Maren;Newman;02/26/1984 10:13;female;married;4;0.5
Rosemary;Jacobson;08/14/1943 22:18;female;married;3;1.1
Remy;Mills;05/06/1970 19:35;male;married;0;0.9
Malaysia;Watts;01/19/1971 05:19;female;married;3;0.86
Vance;Gardner;09/16/1997 21:09;male;single;1;1.46
Adelaide;Cantrell;11/14/1983 16:07;female;married;4;0.91
Kaitlyn;Moran;10/02/1978 19:37;female;single;1;1.44
Bonnie;Parrish;05/30/1959 16:08;female;single;4;0.92
Chris;Ray;11/25/1995 09:34;male;married;3;0.52
Riley;Cobb;06/12/1953 06:06;female;single;1;0.61
Emmeline;Petty;02/10/1984 17:28;female;married;3;0.92
Reuben;Dominguez;06/15/1998 01:38;male;single;3;0.56
Haven;Hood;09/01/1969 17:36;female;married;2;0.96
Bridget;Ford;03/17/1965 21:55;female;married;3;1.3
Cheyenne;Sandoval;03/28/1943 00:30;female;married;1;1.01
Tristian;Jimenez;11/21/1968 22:16;male;single;0;0.75
Valerie;Meyer;12/24/1985 18:23;female;married;4;0.71
Moises;Flynn;09/26/1973 01:31;male;single;3;1.26
Allie;Fulton;05/22/1946 15:38;female;married;4;1.3
Tyson;Pollard;03/20/1961 02:57;male;married;0;0.96
Addilyn;Sheppard;08/05/1946 03:16;female;single;2;0.51
Alexis;Santos;01/08/1996 14:14;female;married;1;1.06
Beckham;Pearson;02/28/1947 08:47;male;married;1;0.62
Sutton;Snider;10/06/1957 05:48;male;married;3;1.17
Tripp;Myers;10/16/1959 06:01;male;single;3;1.03
Valerie;Weeks;11/17/1945 22:56;female;single;2;1.19
Niko;Roberson;05/15/1963 02:39;male;married;1;0.94
Salem;Phelps;02/08/1975 06:01;male;single;0;0.96
Raul;Gilbert;02/05/1983 12:19;male;single;4;1.05
Angie;Gonzalez;05/07/1942 01:10;female;married;2;0.58
Jonas;Richardson;12/08/1949 19:32;male;married;1;0.8
Saige;Phelps;04/26/1940 07:14;female;married;4;1.21
Hannah;Suarez;02/24/1952 19:53;female;single;2;0.58
Eliza;Crosby;07/29/1985 07:57;female;single;1;0.97
Nolan;Morin;09/08/1973 20:34;male;married;3;0.95
Adriana;Robinson;08/19/1957 19:28;female;married;1;0.9
Julien;Harmon;11/19/1992 18:22;male;single;3;1.18
Roman;Gomez;03/12/1997 08:32;male;married;3;0.95
Melanie;Singleton;12/09/1955 03:34;female;single;1;0.75
Ernesto;Blanchard;04/19/1971 18:16;male;married;2;1.23
Cairo;Petersen;09/27/1982 10:26;male;single;2;0.92
Renata;Buckley;07/24/1994 15:40;female;married;3;1.07
Graysen;Delacruz;08/22/1975 10:23;male;married;0;1.04
Sasha;Colon;10/12/1940 03:52;female;single;3;1.34
Mauricio;Wiggins;03/19/1945 19:12;male;single;3;0.9
Legend;Gonzalez;05/30/1979 19:00;male;married;1;0.57
Delilah;Floyd;04/29/1978 11:52;female;single;2;0.65
Charley;Hill;10/08/1986 16:05;female;single;3;0.67
Ainhoa;Gay;11/21/1991 23:54;female;married;0;1.4
Adalee;Hobbs;05/12/1973 20:38;female;single;0;0.69
Ximena;Middleton;06/18/1957 03:16;female;married;0;0.72
Kori;Leon;10/03/1944 12:25;female;single;3;0.57
Moses;Harper;02/03/1941 12:41;male;married;3;1.33
Steven;Tucker;02/08/1997 01:41;male;single;3;1.38
Tatum;Mitchell;12/19/1985 18:36;female;single;4;0.96
Kendra;Stafford;04/30/1964 21:10;female;married;0;1.12
Hannah;Figueroa;08/14/1992 18:26;female;married;0;0.63
Hector;May;06/28/1975 19:32;male;married;4;1.2
Wesson;Cook;07/19/1985 22:49;male;married;3;0.53
Fletcher;Battle;12/14/1953 19:07;male;married;4;1.29
Pablo;Calhoun;09/02/1949 13:53;male;married;3;1.33
Aileen;Kidd;12/13/1990 01:16;female;married;0;0.66
Larry;Kinney;09/06/1990 01:59;male;single;1;1.28
Denver;Decker;06/02/1993 09:15;female;married;3;1.26
Jayleen;Farmer;02/12/1941 19:57;female;single;3;0.79
Elliott;Dominguez;11/27/1982 03:05;female;single;4;1.47
Thea;Everett;02/06/1966 17:13;female;married;0;0.51
Zaire;Mendez;02/16/1950 07:16;male;married;4;0.94
Clark;Gutierrez;12/21/1952 09:13;male;married;0;0.77
Gunner;Jefferson;08/20/1969 07:26;male;single;3;1.13
Trinity;Mitchell;03/26/1973 12:32;female;single;4;1.02
Andrew;Wilcox;02/08/1981 10:41;male;single;1;0.87
Lisa;Rivera;03/31/1948 11:02;female;married;2;0.58
Ada;Adams;01/07/1978 22:42;female;single;4;1.47
Faye;Roach;10/01/1961 12:46;female;single;3;1.05
Ryland;Miller;08/31/1987 22:49;male;single;3;1.07
Gavin;Morales;11/19/1975 15:29;male;married;4;1.11
Tony;Ingram;08/28/1984 10:43;male;married;4;1.41
Reagan;George;02/26/1952 22:19;female;married;2;1.09
Ian;Cox;04/20/1998 00:56;male;married;1;0.54
Lilah;Combs;03/03/2000 10:00;female;married;3;0.64
Ivy;Burgess;09/01/2000 19:48;female;single;4;1.28
Jolene;Fox;06/06/1950 17:31;female;single;3;0.56
Case;Lloyd;07/19/1967 08:20;male;married;2;0.97
Casey;Adkins;12/22/1940 13:02;female;single;1;0.98
Brandon;Duffy;06/29/1972 09:26;male;single;0;0.96
Brett;French;06/15/1946 03:19;male;married;3;1.16
Dior;Gay;10/30/1963 08:13;female;single;3;0.52
Alyson;Carlson;08/18/1973 05:56;female;single;2;1.34
Saul;Rhodes;11/26/1992 15:27;male;married;2;1.48
Otto;Morin;12/03/1965 04:06;male;married;0;1.12
Vivian;Mclean;07/31/1983 20:35;female;married;3;0.82
Riley;Schmidt;03/26/1954 03:19;female;married;0;1.45
Allyson;English;01/07/1994 14:30;female;single;4;1.27
Travis;Bolton;08/10/1995 00:24;male;married;1;0.92
Myah;Brady;04/09/1941 09:50;female;married;1;1.09
Gabriela;Ratliff;01/02/1989 09:39;female;married;4;1.15
Duke;Harris;05/11/1953 09:24;male;married;0;0.66
Mavis;Dudley;06/12/1957 21:15;female;single;0;0.96
Callen;Watkins;06/16/1973 04:29;male;married;0;0.83
Milo;Foley;07/02/1989 17:44;male;married;4;0.71
Elyse;Hale;01/18/1969 19:16;female;single;2;1.34
Colson;Callahan;01/12/1951 14:46;male;married;4;1.05
Aden;Tyson;08/08/1989 16:59;male;single;3;0.72
Baker;Savage;05/30/1987 17:05;male;single;1;0.69
Wells;Fischer;09/28/1957 02:38;male;married;1;1.13
Chase;Harper;07/19/1952 13:36;male;single;3;0.75
Pierce;Gaines;12/10/1950 20:37;male;married;1;1.49
Emma;Herman;05/07/1998 08:13;female;single;2;1.35
Amalia;Welch;06/08/2000 00:39;female;married;0;1.19
Ayden;Mejia;01/14/1971 10:23;male;single;3;0.68
Avery;Coleman;03/09/1978 08:27;female;single;3;0.69
Wynter;Haley;09/15/1988 01:49;female;single;0;0.82
Vance;Roach;03/27/1955 10:10;male;single;0;0.88
Isabella;Mcintyre;01/31/1971 12:13;female;single;3;0.74
April;Mcfadden;02/21/1995 02:00;female;single;2;0.64
Destiny;Fitzpatrick;11/23/1953 19:01;female;married;4;1.31
Maryam;Mcneil;03/13/1966 09:01;female;single;1;0.58
Alejandro;Brock;05/02/1983 22:19;male;married;2;1.43
Stephanie;Tyler;01/12/1952 02:21;female;single;4;0.72
Briella;Avery;12/10/1998 19:27;female;single;3;1.33
Niklaus;Mcintosh;11/26/1983 22:46;male;married;0;1.47
Laurel;Burris;02/22/1992 10:45;female;single;2;0.58
Ayleen;Talley;06/03/1945 18:29;female;single;2;0.9
Daniel;Mccray;07/11/1991 04:11;male;married;2;1.08
Kaiden;Watkins;06/11/1986 09:26;male;single;2;0.81
Rhea;Wolfe;08/23/1966 03:19;female;single;3;1.02
Edwin;Knox;07/08/1979 16:16;male;single;4;0.87
Kolten;Nixon;04/15/1945 14:01;male;single;2;0.56
Larry;Cameron;01/03/1947 19:37;male;single;2;1.36
Maia;Deleon;04/24/1946 04:04;female;married;1;1.18
Cameron;Fuentes;11/03/1973 20:26;male;married;3;0.58
Edgar;Hammond;02/22/1971 20:58;male;married;2;0.96
Tessa;Stark;06/13/1967 21:31;female;single;2;0.64
Kingston;Morgan;12/03/1942 03:12;male;married;2;0.88
Maxton;Morris;05/26/1991 10:39;male;single;0;0.96
Darren;Richardson;12/18/1974 02:26;male;married;2;0.74
Caroline;Lloyd;08/24/1987 20:36;female;single;1;0.83
Legacy;Larsen;01/24/1950 04:23;male;single;2;0.63
Iker;Flores;10/09/1985 17:22;male;single;2;0.56
Yosef;Walls;01/03/1962 06:12;male;single;0;0.72
Leroy;Dennis;07/05/1972 06:51;male;married;3;0.87
Clara;Watts;01/15/1943 14:57;female;single;0;1.22
Harper;Cooper;01/10/1956 19:26;female;single;3;1.07
Harvey;York;01/27/1983 03:19;male;single;3;0.65
Brennan;Ferrell;06/08/1992 07:47;male;married;1;1.21
Beatrix;Vasquez;12/04/1941 00:10;female;married;2;1.35
Emmitt;Love;11/22/1947 23:55;male;married;4;0.59
Luke;Shannon;12/18/1949 23:40;male;single;4;1.32
Julissa;Davis;02/16/1966 00:36;female;single;3;1.46
Colt;Greene;02/19/1973 21:16;male;married;4;1.0
Sariyah;Hodges;07/29/1946 22:25;female;single;3;1.08
Chance;Vaughan;04/16/1985 18:36;male;married;1;1.29
Florence;Perez;04/05/1987 06:18;female;single;0;1.37
Emory;Justice;05/10/1969 17:27;male;single;0;1.38
Abdullah;Harmon;04/02/1983 08:14;male;married;3;0.68
Kody;Clarke;10/29/1967 22:43;male;single;2;1.2
Finley;Wilkins;11/03/1962 03:31;female;married;4;0.61
Ledger;Lowe;03/14/1998 14:11;male;single;3;0.7
Ann;Moses;10/18/1968 07:42;female;married;2;0.61
Gemma;Jones;09/17/1965 15:26;female;married;3;0.79
Cody;William;06/09/1943 11:27;male;married;3;1.46
Maya;Reeves;06/12/1978 07:14;female;married;4;1.21
Remington;Baxter;01/29/1965 13:27;male;married;4;1.26
Ensley;Hays;02/06/1990 20:28;female;single;1;1.13
Amos;Patton;08/17/1948 23:26;male;married;0;1.42
Brodie;Stuart;02/05/1948 06:58;male;single;0;1.24
Rayan;Carroll;06/18/1990 21:12;male;single;2;0.78
Isaiah;Chase;05/08/1982 00:43;male;single;1;1.4
Josie;Jenkins;08/20/1942 07:15;female;single;1;0.57
Santino;Hendricks;09/16/1982 09:27;male;married;3;0.87
Emelia;Merritt;12/02/1996 22:20;female;married;4;0.54
Karter;Walters;02/17/1993 02:27;male;single;2;0.9
Phillip;Workman;03/25/1971 15:16;male;single;3;0.7
Alvin;Lowe;09/02/1967 02:53;male;single;0;0.65
Reginald;Mccarty;09/07/1989 00:19;male;single;4;0.75
Elsa;Potts;07/27/1997 11:38;female;single;2;0.89
Noa;Watkins;02/26/1948 15:58;female;married;1;1.2
Alice;Walton;05/08/1971 22:33;female;single;0;0.63
Alexis;Eaton;09/27/1999 11:45;male;married;1;0.97
Tommy;Ortega;11/30/1951 05:54;male;married;0;0.96
Vicente;Gonzales;05/23/1960 04:40;male;single;1;0.65
Hunter;Wallace;12/12/1999 05:48;male;married;3;0.66
Calliope;Nash;08/17/1982 03:27;female;single;2;1.39
Harry;Nelson;08/20/2000 18:53;male;married;1;0.83
Camden;Butler;07/07/1968 17:27;male;single;0;1.04
Jane;Willis;07/05/1994 21:22;female;single;2;1.17
Alanna;Sawyer;06/20/1972 14:13;female;single;1;0.71
Emilee;Burns;11/06/1966 06:02;female;married;2;1.02
Idris;Reynolds;01/18/1977 07:14;male;single;0;0.89
Devin;Patterson;08/03/1989 23:38;male;single;3;0.93
Ailani;Peck;05/14/1986 03:55;female;single;0;0.53
Mikaela;Sampson;12/22/1992 12:23;female;married;1;0.61
Kylan;Todd;08/01/1985 21:38;male;married;3;0.55
Megan;Briggs;05/30/1981 23:54;female;married;2;0.93
Hayden;Jacobs;04/05/1947 10:12;female;single;1;1.36
Benicio;Drake;05/07/1965 08:25;male;married;2;1.47
Zayne;Pruitt;07/31/1982 08:05;male;married;3;1.19
Bryant;Gregory;11/13/1990 23:36;male;married;2;1.05
Tinley;Guthrie;10/23/1969 09:10;female;married;2;0.93
Fisher;Duke;11/07/1952 20:38;male;married;1;0.96
Camille;Obrien;08/13/1948 13:05;female;single;4;1.12
Octavia;Erickson;01/23/1940 17:13;female;single;0;0.64
Rafael;Duffy;01/29/1951 05:59;male;single;3;1.32
Dakota;Glass;01/05/1978 13:15;male;married;4;0.68
Dilan;Levine;08/17/1943 07:37;male;single;4;1.05
Joseph;Ferguson;06/04/1955 22:04;male;married;4;0.7
Lennon;Dejesus;01/06/1998 00:00;male;single;3;1.02
Jamal;Fuentes;04/07/1981 10:07;male;married;2;0.98
Nyla;Bernard;11/09/1968 19:02;female;married;4;1.43
Aarav;Lott;03/31/1979 19:33;male;married;0;0.73
Ahmad;Miranda;11/22/1991 07:51;male;single;2;0.83
Chaim;Leon;02/24/1968 02:06;male;single;1;0.57
Lina;Drake;05/13/1975 01:46;female;single;2;1.29
Erika;Strong;03/06/1996 23:17;female;single;2;0.96
Royal;Avila;11/13/1993 08:09;female;married;2;0.6
Juniper;Castaneda;04/05/1996 19:56;female;married;1;1.45
Madison;Callahan;07/03/1961 22:07;female;married;3;1.26
Dennis;Butler;10/07/2000 20:11;male;single;2;1.25
Otto;Bean;01/24/1998 05:17;male;single;4;0.86
Flynn;Hewitt;02/02/1983 02:02;male;single;1;1.41
Carter;Hinton;09/04/1980 09:49;female;married;2;0.69
Adam;Foreman;01/05/1965 11:02;male;single;4;0.98
Messiah;Barry;12/24/1965 07:00;male;married;4;1.2
Kamryn;Estrada;11/18/1955 00:30;male;single;0;0.69
Myles;Chase;04/21/1965 14:27;male;married;0;0.93
Callum;Raymond;06/18/1985 20:30;male;single;2;0.59
Nina;Bolton;12/19/1975 05:59;female;single;0;0.73
Rowen;Daniel;11/02/1955 09:20;male;single;0;1.15
Hope;Castaneda;02/06/1977 21:23;female;single;3;1.02
Yaritza;Peck;05/01/1949 06:55;female;married;4;1.14
Kaylani;Cannon;12/04/1988 08:58;female;married;4;1.09
Jaliyah;Huffman;10/28/1940 01:56;female;married;1;0.97
Fernanda;Nolan;05/23/1962 03:47;female;single;1;1.47
Elodie;Casey;07/29/1965 02:05;female;single;1;1.09
Graysen;Pace;08/24/1982 13:55;male;married;3;0.76
Dana;Gonzales;02/22/1996 08:56;female;single;2;1.06
Jaxon;Bell;07/07/1942 09:46;male;married;3;1.43
Chana;Cox;07/24/1998 13:07;female;single;4;1.22
Kaydence;Lindsay;09/03/1982 02:21;female;married;1;1.07
Annabelle;Valdez;05/28/1975 01:05;female;married;0;1.15
Bradley;Allen;09/25/1940 16:06;male;married;2;1.22
Myla;Vaughn;01/28/1998 12:44;female;single;3;1.07
Daniela;Pearson;04/11/1972 16:08;female;single;0;1.0
Cassidy;Rice;08/30/1941 01:12;female;married;0;0.69
Bode;Stephens;10/01/1945 17:21;male;single;0;1.3
Hallie;Dixon;12/01/1989 16:14;female;married;1;1.21
Jimmy;Mcclure;12/20/1998 13:39;male;single;3;0.93
Milani;Callahan;11/07/1979 00:39;female;single;1;1.35
Mercy;Myers;09/16/1969 16:11;female;single;2;1.11
Wells;Buchanan;06/10/1972 22:37;male;married;1;1.14
Jaelynn;Frederick;11/12/1941 17:38;female;married;1;1.36
Amias;Mcneil;07/18/1993 06:52;male;single;1;1.01
Jayce;Buckner;07/31/1953 07:50;male;married;3;0.83
Genesis;Bird;02/20/1990 14:55;female;married;0;1.21
